▲ Next.js 16.1.6 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://0.0.0.0:3000
- Environments: .env.local
- Experiments (use with caution):
  ⨯ turbopackFileSystemCacheForDev

✓ Starting...
✓ Ready in 962ms
 GET /test-chat-timeout 200 in 1849ms (compile: 1576ms, proxy.ts: 126ms, render: 147ms)
 GET /test-price-feed 200 in 33ms (compile: 6ms, proxy.ts: 4ms, render: 23ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 6ms, render: 21ms)
 GET /test-price-feed 200 in 30ms (compile: 8ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 24ms (compile: 2ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 32ms (compile: 5ms, proxy.ts: 5ms, render: 22ms)
 GET /test-price-feed 200 in 37ms (compile: 3ms, proxy.ts: 5ms, render: 29ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 4ms, render: 23ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 41ms (compile: 3ms, proxy.ts: 4ms, render: 34ms)
 GET /test-price-feed 200 in 26ms (compile: 4ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 40ms (compile: 3ms, proxy.ts: 5ms, render: 32ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 31ms (compile: 3ms, proxy.ts: 4ms, render: 24ms)
 GET /test-price-feed 200 in 32ms (compile: 5ms, proxy.ts: 8ms, render: 19ms)
 GET /test-price-feed 200 in 31ms (compile: 4ms, proxy.ts: 4ms, render: 23ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 40ms (compile: 3ms, proxy.ts: 4ms, render: 34ms)
 GET /test-price-feed 200 in 39ms (compile: 3ms, proxy.ts: 5ms, render: 31ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 33ms (compile: 3ms, proxy.ts: 5ms, render: 25ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 47ms (compile: 4ms, proxy.ts: 5ms, render: 38ms)
 GET /test-price-feed 200 in 35ms (compile: 4ms, proxy.ts: 7ms, render: 24ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 18ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 25ms (compile: 4ms, proxy.ts: 5ms, render: 16ms)
 GET /test-price-feed 200 in 44ms (compile: 2ms, proxy.ts: 5ms, render: 36ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 3ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 7ms, render: 20ms)
 GET /test-price-feed 200 in 22ms (compile: 3ms, proxy.ts: 3ms, render: 15ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 7ms, render: 17ms)
 GET /test-price-feed 200 in 32ms (compile: 2ms, proxy.ts: 4ms, render: 25ms)
 GET /test-price-feed 200 in 44ms (compile: 5ms, proxy.ts: 9ms, render: 29ms)
 GET /test-price-feed 200 in 35ms (compile: 3ms, proxy.ts: 12ms, render: 19ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 30ms (compile: 4ms, proxy.ts: 4ms, render: 23ms)
 GET /test-price-feed 200 in 31ms (compile: 4ms, proxy.ts: 8ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 7ms, render: 18ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 4ms, render: 37ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 4ms, render: 36ms)
 GET /test-price-feed 200 in 27ms (compile: 5ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 19ms (compile: 4ms, proxy.ts: 4ms, render: 11ms)
 GET /test-price-feed 200 in 33ms (compile: 11ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 42ms (compile: 3ms, proxy.ts: 4ms, render: 35ms)
 GET /test-price-feed 200 in 27ms (compile: 5ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 48ms (compile: 3ms, proxy.ts: 4ms, render: 42ms)
 GET /test-price-feed 200 in 57ms (compile: 3ms, proxy.ts: 3ms, render: 51ms)
 GET /test-price-feed 200 in 33ms (compile: 4ms, proxy.ts: 7ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 4ms, render: 21ms)
 GET /test-price-feed 200 in 29ms (compile: 5ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 32ms (compile: 3ms, proxy.ts: 5ms, render: 23ms)
 GET /test-price-feed 200 in 25ms (compile: 4ms, proxy.ts: 5ms, render: 16ms)
 GET /test-price-feed 200 in 50ms (compile: 3ms, proxy.ts: 6ms, render: 41ms)
 GET /test-price-feed 200 in 36ms (compile: 4ms, proxy.ts: 5ms, render: 26ms)
 GET /test-price-feed 200 in 31ms (compile: 4ms, proxy.ts: 6ms, render: 21ms)
 GET /test-price-feed 200 in 39ms (compile: 3ms, proxy.ts: 6ms, render: 29ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 27ms (compile: 5ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 5ms, render: 15ms)
 GET /test-price-feed 200 in 24ms (compile: 2ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 8ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 32ms (compile: 7ms, proxy.ts: 5ms, render: 21ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 5ms, render: 15ms)
 GET /test-price-feed 200 in 32ms (compile: 2ms, proxy.ts: 4ms, render: 26ms)
 GET /test-price-feed 200 in 29ms (compile: 5ms, proxy.ts: 7ms, render: 18ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 4ms, render: 21ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 6ms, render: 17ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 55ms (compile: 4ms, proxy.ts: 4ms, render: 47ms)
 GET /test-price-feed 200 in 30ms (compile: 2ms, proxy.ts: 4ms, render: 24ms)
 GET /test-price-feed 200 in 31ms (compile: 5ms, proxy.ts: 6ms, render: 20ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 4ms, render: 16ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 35ms (compile: 4ms, proxy.ts: 7ms, render: 24ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 7ms, render: 18ms)
 GET /test-price-feed 200 in 22ms (compile: 2ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 22ms (compile: 2ms, proxy.ts: 4ms, render: 16ms)
 GET /test-price-feed 200 in 26ms (compile: 4ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 6ms, render: 17ms)
 GET /test-price-feed 200 in 23ms (compile: 3ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 23ms (compile: 2ms, proxy.ts: 3ms, render: 18ms)
 GET /test-price-feed 200 in 24ms (compile: 2ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 62ms (compile: 5ms, proxy.ts: 4ms, render: 53ms)
 GET /test-price-feed 200 in 48ms (compile: 7ms, proxy.ts: 16ms, render: 26ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 31ms (compile: 6ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 6ms, render: 18ms)
 GET /test-price-feed 200 in 23ms (compile: 4ms, proxy.ts: 4ms, render: 16ms)
 GET /test-price-feed 200 in 31ms (compile: 3ms, proxy.ts: 6ms, render: 22ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 4ms, render: 21ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 6ms, render: 20ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 4ms, render: 17ms)
 GET /test-price-feed 200 in 22ms (compile: 3ms, proxy.ts: 4ms, render: 16ms)
 GET /test-price-feed 200 in 46ms (compile: 3ms, proxy.ts: 7ms, render: 36ms)
 GET /test-price-feed 200 in 56ms (compile: 3ms, proxy.ts: 7ms, render: 47ms)
 GET /test-price-feed 200 in 37ms (compile: 14ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 31ms (compile: 4ms, proxy.ts: 5ms, render: 22ms)
 GET /test-price-feed 200 in 32ms (compile: 5ms, proxy.ts: 6ms, render: 21ms)
 GET /test-price-feed 200 in 30ms (compile: 5ms, proxy.ts: 4ms, render: 21ms)
 GET /test-price-feed 200 in 36ms (compile: 3ms, proxy.ts: 6ms, render: 26ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 40ms (compile: 2ms, proxy.ts: 4ms, render: 34ms)
 GET /test-price-feed 200 in 27ms (compile: 2ms, proxy.ts: 3ms, render: 22ms)
 GET /test-price-feed 200 in 48ms (compile: 6ms, proxy.ts: 4ms, render: 38ms)
 GET /test-price-feed 200 in 41ms (compile: 3ms, proxy.ts: 6ms, render: 33ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 26ms (compile: 4ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 25ms (compile: 2ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 25ms (compile: 4ms, proxy.ts: 8ms, render: 13ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 32ms (compile: 3ms, proxy.ts: 5ms, render: 25ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 4ms, render: 36ms)
 GET /test-price-feed 200 in 31ms (compile: 4ms, proxy.ts: 6ms, render: 21ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 5ms, render: 23ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 6ms, render: 18ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 28ms (compile: 2ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 6ms, render: 18ms)
 GET /test-price-feed 200 in 29ms (compile: 4ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 33ms (compile: 4ms, proxy.ts: 5ms, render: 24ms)
 GET /test-price-feed 200 in 46ms (compile: 5ms, proxy.ts: 4ms, render: 37ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 6ms, render: 21ms)
 GET /test-price-feed 200 in 37ms (compile: 3ms, proxy.ts: 4ms, render: 30ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 7ms, render: 17ms)
 GET /test-price-feed 200 in 37ms (compile: 4ms, proxy.ts: 7ms, render: 27ms)
 GET /test-price-feed 200 in 33ms (compile: 3ms, proxy.ts: 4ms, render: 26ms)
 GET /test-price-feed 200 in 34ms (compile: 4ms, proxy.ts: 5ms, render: 25ms)
 GET /test-price-feed 200 in 51ms (compile: 5ms, proxy.ts: 6ms, render: 39ms)
 GET /test-price-feed 200 in 47ms (compile: 2ms, proxy.ts: 4ms, render: 41ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 6ms, render: 22ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 30ms (compile: 4ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 30ms (compile: 4ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 4ms, render: 18ms)
 GET /test-price-feed 200 in 48ms (compile: 4ms, proxy.ts: 5ms, render: 38ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 4ms, render: 24ms)
 GET /test-price-feed 200 in 28ms (compile: 5ms, proxy.ts: 5ms, render: 18ms)
 GET /test-price-feed 200 in 30ms (compile: 3ms, proxy.ts: 5ms, render: 22ms)
 GET /test-price-feed 200 in 55ms (compile: 4ms, proxy.ts: 4ms, render: 47ms)
 GET /test-price-feed 200 in 56ms (compile: 12ms, proxy.ts: 4ms, render: 40ms)
 GET /test-price-feed 200 in 31ms (compile: 6ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 5ms, render: 19ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 4ms, render: 22ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 21ms)
 GET /test-price-feed 200 in 27ms (compile: 4ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 6ms, render: 18ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 3ms, render: 19ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 3ms, render: 20ms)
 GET /test-price-feed 200 in 45ms (compile: 5ms, proxy.ts: 3ms, render: 36ms)
 GET /test-price-feed 200 in 27ms (compile: 2ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 32ms (compile: 4ms, proxy.ts: 3ms, render: 25ms)
 GET /test-price-feed 200 in 36ms (compile: 4ms, proxy.ts: 5ms, render: 27ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 26ms (compile: 3ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 3ms, render: 17ms)
 GET /test-price-feed 200 in 43ms (compile: 3ms, proxy.ts: 3ms, render: 37ms)
 GET /test-price-feed 200 in 28ms (compile: 4ms, proxy.ts: 6ms, render: 18ms)
 GET /test-price-feed 200 in 25ms (compile: 3ms, proxy.ts: 4ms, render: 19ms)
 GET /test-price-feed 200 in 46ms (compile: 4ms, proxy.ts: 4ms, render: 38ms)
 GET /test-price-feed 200 in 31ms (compile: 3ms, proxy.ts: 6ms, render: 22ms)
 GET /test-price-feed 200 in 27ms (compile: 3ms, proxy.ts: 4ms, render: 20ms)
 GET /test-price-feed 200 in 30ms (compile: 5ms, proxy.ts: 5ms, render: 20ms)
 GET /test-price-feed 200 in 26ms (compile: 4ms, proxy.ts: 5ms, render: 17ms)
 GET /test-price-feed 200 in 36ms (compile: 3ms, proxy.ts: 4ms, render: 28ms)
 GET /test-price-feed 200 in 33ms (compile: 4ms, proxy.ts: 9ms, render: 21ms)
 GET /test-price-feed 200 in 33ms (compile: 5ms, proxy.ts: 5ms, render: 23ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 6ms, render: 15ms)
 GET /test-price-feed 200 in 54ms (compile: 3ms, proxy.ts: 4ms, render: 47ms)
 GET /test-price-feed 200 in 30ms (compile: 2ms, proxy.ts: 4ms, render: 24ms)
 GET /test-price-feed 200 in 24ms (compile: 3ms, proxy.ts: 4ms, render: 16ms)
 GET /test-price-feed 200 in 32ms (compile: 2ms, proxy.ts: 4ms, render: 26ms)
 GET /test-price-feed 200 in 33ms (compile: 6ms, proxy.ts: 6ms, render: 20ms)
 GET /test-price-feed 200 in 28ms (compile: 3ms, proxy.ts: 6ms, render: 19ms)
 GET /test-price-feed 200 in 29ms (compile: 3ms, proxy.ts: 8ms, render: 19ms)
 GET /test-price-feed 200 in 21ms (compile: 3ms, proxy.ts: 4ms, render: 15ms)
✓ Compiled in 2ms
 GET /test-price-feed 200 in 152ms (compile: 7ms, proxy.ts: 61ms, render: 84ms)
 GET /api/verify-duplicate-holding 200 in 177ms (compile: 131ms, proxy.ts: 5ms, render: 41ms)
 GET /test-duplicate-holding 200 in 397ms (compile: 356ms, proxy.ts: 9ms, render: 31ms)
 GET /api/verify-duplicate-holding 200 in 41ms (compile: 4ms, proxy.ts: 8ms, render: 29ms)
 GET /api/health 200 in 254ms (compile: 40ms, proxy.ts: 5ms, render: 209ms)
 GET /api/health 200 in 201ms (compile: 5ms, proxy.ts: 6ms, render: 191ms)
 GET / 200 in 106ms (compile: 14ms, proxy.ts: 6ms, render: 85ms)
 GET /login 200 in 86ms (compile: 17ms, proxy.ts: 7ms, render: 62ms)
✓ Compiled in 205ms
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\app\login\page\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\app\\login\\page\\build-manifest.json'
}
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\static\development\_buildManifest.js.tmp.fhn0ckq8vi'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\static\\development\\_buildManifest.js.tmp.fhn0ckq8vi'
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\app\login\page\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\app\\login\\page\\build-manifest.json'
}
⨯ Error: Cannot find module '../chunks/ssr/[turbopack]_runtime.js'
Require stack:
- C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\require.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\load-components.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\utils.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\options.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\index.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\next-config-ts\transpile-config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\next.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\lib\start-server.js
    at Object.<anonymous> (C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js:1:7) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [Array]
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\routes-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\routes-manifest.json'
}
 GET /login 500 in 884ms (compile: 858ms, proxy.ts: 8ms, render: 18ms)
 GET /login 500 in 884ms (compile: 858ms, proxy.ts: 8ms, render: 18ms)
⨯ Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\app\page\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\app\\page\\build-manifest.json'
}
⨯ Error: Cannot find module '../chunks/ssr/[turbopack]_runtime.js'
Require stack:
- C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\require.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\load-components.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\utils.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\options.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\index.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\next-config-ts\transpile-config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\next.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\lib\start-server.js
    at Object.<anonymous> (C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js:1:7) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [Array]
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\server\app\page\build-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\server\\app\\page\\build-manifest.json'
}
⨯ Error: Cannot find module '../chunks/ssr/[turbopack]_runtime.js'
Require stack:
- C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\require.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\load-components.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\utils.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\options.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\swc\index.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\build\next-config-ts\transpile-config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\config.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\next.js
- C:\Users\janpa\cd\development\fin\node_modules\next\dist\server\lib\start-server.js
    at Object.<anonymous> (C:\Users\janpa\cd\development\fin\.next\dev\server\pages\_document.js:1:7) {
  code: 'MODULE_NOT_FOUND',
  requireStack: [Array]
}
Error: ENOENT: no such file or directory, open 'C:\Users\janpa\cd\development\fin\.next\dev\routes-manifest.json'
    at ignore-listed frames {
  errno: -4058,
  code: 'ENOENT',
  syscall: 'open',
  path: 'C:\\Users\\janpa\\cd\\development\\fin\\.next\\dev\\routes-manifest.json'
}
 GET / 500 in 125ms (compile: 106ms, proxy.ts: 8ms, render: 11ms)
 GET / 500 in 125ms (compile: 106ms, proxy.ts: 8ms, render: 11ms)
[?25h
